,Fr_o(Horizontal),Fr_o(Vertical),Fif_o(Horizontal),Fif_o(Vertical),Fof_o(Horizontal),Fof_o(Vertical),Fbf_o(Horizontal),Fbf_o(Vertical),Fcf_o(Horizontal),Fcf_o(Vertical)
0,0.003921095178763405,0.06447705727750952,0.011819611411964113,0.029338970968829495,0.017810663860308266,0.040044028553956036,0.00901252953853914,0.10543354817872316,0.00901252953853914,0.10543354817872316
1,0.0048967425820068316,0.06963155089527878,0.0132782401468123,0.026904348724206557,0.02117586138703399,0.040788277966843055,0.008446819711234423,0.09284283009611308,0.008446819711234423,0.09284283009611308
2,0.0035280576046631566,0.06691795865104685,0.013047418889598738,0.024964701364963305,0.020528161287131995,0.04442121672357581,0.007652387138094307,0.09394704564720983,0.007652387138094307,0.09394704564720983
3,0.0027520992261819643,0.0695961621174044,0.013850030684326229,0.02597956224459371,0.026384769464720327,0.04602616323884848,0.007045194983935131,0.09216387934502858,0.007045194983935131,0.09216387934502858
4,0.003021499238868197,0.06925858110351811,0.014305145534590828,0.023428933648428518,0.02597903405740525,0.0533769089741115,0.008067601635022764,0.08660633076260944,0.008067601635022764,0.08660633076260944
5,0.0024618199574119397,0.07026028399816263,0.0140318654942121,0.021819841561082787,0.026350864557989264,0.056469170477478396,0.007698944074019406,0.0850692700790766,0.007698944074019406,0.0850692700790766
6,0.002188374129213925,0.0722669526180683,0.014633307316950473,0.023347488085117035,0.027543161531829112,0.053496995991054695,0.006390598284651185,0.08875910534299919,0.006390598284651185,0.08875910534299919
7,0.002484134815551192,0.07118271792520921,0.013630588745410097,0.025931045982613726,0.027238598753271212,0.05498890773888162,0.007853709775347363,0.08732033961670521,0.007853709775347363,0.08732033961670521
8,0.0024128570942437938,0.07462122472742411,0.012561716888792495,0.02399178221378154,0.026851831632137127,0.05377074243998581,0.006280711063040349,0.09303315690134645,0.006280711063040349,0.09303315690134645
9,0.0026168724939314436,0.07140156037039291,0.01357557759568114,0.02305800698682388,0.027913492976186005,0.052765147688759444,0.007946896365398382,0.0948306319248439,0.007946896365398382,0.0948306319248439
10,0.0006825211146935099,0.07171753340523965,0.013735804049395853,0.025428308529248603,0.02832391362470216,0.054900457610330036,0.007659484540852295,0.09269761339433287,0.007659484540852295,0.09269761339433287
11,0.0015498927554477963,0.07453366175753118,0.013368966030134256,0.020588643141473573,0.028071620421582004,0.05685797878510241,0.008500054348942316,0.08735765299373162,0.008500054348942316,0.08735765299373162
12,0.0011928586742395264,0.06670082920609334,0.01360022988184958,0.020439710893237813,0.02683089480574129,0.053164300528162775,0.0077430094773760045,0.09687553397966268,0.0077430094773760045,0.09687553397966268
13,0.0009501853430534666,0.07304114453775926,0.01420681776131034,0.019140753970380477,0.028498422310117077,0.052326004176185104,0.006761434047009062,0.08761004767004688,0.006761434047009062,0.08761004767004688
14,0.0013429598840632765,0.07394528462343591,0.013212209742544714,0.01669510033241945,0.027564632877314935,0.05509740445410061,0.007836023770557202,0.0930059637720011,0.007836023770557202,0.0930059637720011
15,0.0014133460470453702,0.07461711243776997,0.014628818367115316,0.023793829068108677,0.0274487299442316,0.0555287411144294,0.005877194833141598,0.08819926454799315,0.005877194833141598,0.08819926454799315
16,0.001450238167171793,0.07426399972947757,0.013670583081624868,0.01877110808087914,0.027528302178609028,0.051416124947182236,0.005785035066499711,0.09362084179004791,0.005785035066499711,0.09362084179004791
17,0.0014487342259139311,0.07301038554091,0.014243856576556151,0.019495690932776626,0.028262558490755322,0.05500981841383416,0.007979328120180177,0.09590445523301186,0.007979328120180177,0.09590445523301186
18,0.002197448051950635,0.07697012178170265,0.011859899171380556,0.02277289858504049,0.02817389953538929,0.05327312252659951,0.005924214936204078,0.09587908704249785,0.005924214936204078,0.09587908704249785
19,0.0021950985352206147,0.07602259384198617,0.012914633515457748,0.023863327302916005,0.027195379215405248,0.056123717297295476,0.008674382527595975,0.0959416459148316,0.008674382527595975,0.0959416459148316
20,0.002433091416247482,0.07684463747739627,0.011937479988308065,0.025507720518820075,0.028059086671231987,0.05330496297543851,0.00844453730760225,0.09721774558656836,0.00844453730760225,0.09721774558656836
21,0.0022299551290613797,0.07709184760394677,0.013876400040759258,0.022158118671202518,0.026554335484989384,0.04841222697978672,0.0054552125717828494,0.1041758467999157,0.0054552125717828494,0.1041758467999157
22,0.0014758784578039672,0.07798480030029904,0.011059598986968884,0.022601731669200393,0.0264529372051329,0.051672290402996715,0.004998291394899782,0.1045761199736359,0.004998291394899782,0.1045761199736359
23,0.0014957795828194546,0.07613136609522782,0.011961805926286529,0.023845669986903375,0.02732512366051435,0.05356958559940278,0.0052097536905466495,0.10055839766684081,0.0052097536905466495,0.10055839766684081
24,0.0019752924874359757,0.0770536292631973,0.011184519461526167,0.025629739583775245,0.02708986713798637,0.05444619615885716,0.006401978223056885,0.09845788984927789,0.006401978223056885,0.09845788984927789
25,0.0013731891955686955,0.0770515828999877,0.012869495107685848,0.024405647083273932,0.02912783848921949,0.05117185100844895,0.005620650240978388,0.09870484963271862,0.005620650240978388,0.09870484963271862
26,0.001482698468159846,0.07773612516548795,0.012440962630442271,0.025574997096008033,0.02799756666639602,0.051034799688164954,0.00531742234473471,0.10066137332004427,0.00531742234473471,0.10066137332004427
27,0.0013700181009933274,0.07784055822278338,0.011901759415943078,0.027792646356171805,0.029192309819802736,0.05960154783463188,0.008451542843300443,0.09202213896837351,0.008451542843300443,0.09202213896837351
28,0.0012175306750404344,0.07593961986053116,0.01370574265531131,0.027519052917694284,0.029090053764998652,0.05563551844873037,0.008721411053770254,0.08769489060971712,0.008721411053770254,0.08769489060971712
29,0.0009978980245946626,0.07651899266595125,0.014016067402101538,0.02815325921577863,0.02933475904042829,0.05557178289417358,0.0065892174152856805,0.09705243650601118,0.0065892174152856805,0.09705243650601118
30,0.0005209322559922098,0.07567678129209213,0.013376370684809468,0.025211786788144265,0.02862856449178394,0.05638299728873774,0.005603419572957601,0.0862168629551942,0.005603419572957601,0.0862168629551942
31,0.001460817856777397,0.07599917678716114,0.012474993027049722,0.026377200323066997,0.028346135088687566,0.055366921996701915,0.007295924511736209,0.09843256043539128,0.007295924511736209,0.09843256043539128
32,0.0010884186755031283,0.0762589805338454,0.012194599845558618,0.027425785528849143,0.02850110346712225,0.056774687367429216,0.008126813367342679,0.09203757229658412,0.008126813367342679,0.09203757229658412
33,0.0017272144502453728,0.0778829285614116,0.011490107192794379,0.027608203976726177,0.02800646127277717,0.04938670545345409,0.008332552661352358,0.10308873163524959,0.008332552661352358,0.10308873163524959
34,0.0015737092363187577,0.07805500438795326,0.010463258803463413,0.03005972894198779,0.028110235029517136,0.05227374817268086,0.005775488057405663,0.10072358712373079,0.005775488057405663,0.10072358712373079
35,0.0008775429017473624,0.07702049373861891,0.013747038904708873,0.029441863942698925,0.028594369000592767,0.0526992529689169,0.009289370619091072,0.09065376800703974,0.009289370619091072,0.09065376800703974
36,0.0008244157049667873,0.07582952347505426,0.012878244309990738,0.027556703008915894,0.029730956425167283,0.05581881648928935,0.00870783205373669,0.08371333408944108,0.00870783205373669,0.08371333408944108
37,0.0009837423611066297,0.07477539789447207,0.013328321683301331,0.02857399681929405,0.0291511215885593,0.053805358919401476,0.005590169958759205,0.09617298329001946,0.005590169958759205,0.09617298329001946
38,0.00153191264655797,0.07781433193162023,0.010794549253013364,0.027634481498411387,0.027735238452544022,0.05537313225990753,0.008936395337557117,0.09687800588196943,0.008936395337557117,0.09687800588196943
39,0.0014864024604801557,0.0774812599636193,0.012902637928101477,0.024492339170656033,0.028195290533690544,0.04730574660899041,0.009143123256575141,0.0997690494247267,0.009143123256575141,0.0997690494247267
40,0.0016676094048341662,0.07786091441183694,0.011547123340935373,0.027295752659660343,0.027000817686715698,0.05317343388070554,0.008941190159828565,0.09539362321752692,0.008941190159828565,0.09539362321752692
41,0.0018956225065280502,0.07794292664781102,0.011390423665654636,0.026508443487101126,0.028660582675150707,0.04900943924677403,0.00712946952460487,0.09494881560041928,0.00712946952460487,0.09494881560041928
42,0.0012828835346932106,0.07910484173581459,0.011706646899810307,0.030828462483958576,0.0278562612298034,0.05119750892699509,0.006234870579087498,0.09651151102245618,0.006234870579087498,0.09651151102245618
43,0.0013129401231792718,0.07830263414928088,0.013070850273769176,0.03258306072944732,0.028155571602979605,0.052869914005466895,0.008051022034292633,0.09176255417483956,0.008051022034292633,0.09176255417483956
44,0.0008979566037873586,0.07785385674778326,0.013095115661323788,0.030491446556331948,0.029218755593375275,0.05360797801930076,0.006742754768307148,0.09623532114502219,0.006742754768307148,0.09623532114502219
45,0.002086053880336381,0.07944392109513919,0.014875799259274371,0.025481706356051233,0.027304945633781594,0.04772453420582086,0.006370957553894682,0.08684078679714607,0.006370957553894682,0.08684078679714607
46,0.002847209734921811,0.07661159603549703,0.013180659600526279,0.02620689900841582,0.02584743625195283,0.046659275800231596,0.007763360305016993,0.08706170129061169,0.007763360305016993,0.08706170129061169
47,0.0032110470082816053,0.07892001821913278,0.01300899117130872,0.025978668968657966,0.025524037320140896,0.04652118840478245,0.00800489930304941,0.09256534984991754,0.00800489930304941,0.09256534984991754
48,0.0021874766901861806,0.07996215992041514,0.013867554999781165,0.024617563213675593,0.02557872678296589,0.04884375445242829,0.006175632276983791,0.09831157935638263,0.006175632276983791,0.09831157935638263
49,0.0026464867731280893,0.08205243921631128,0.012652144777755699,0.028350561832520306,0.02505743970779676,0.046108050136980466,0.0073224147620968,0.09718092844179003,0.0073224147620968,0.09718092844179003
50,0.0028456665135781723,0.08017199495173624,0.012371879998409243,0.020154674390663704,0.02218095508719189,0.03712548013173233,0.006088524483754225,0.09478342194050803,0.006088524483754225,0.09478342194050803
51,0.0033268181672599243,0.06986450239895604,0.011368988975462574,0.026126617557803038,0.022288689516686503,0.046641996762919545,0.008335057942553447,0.11339556019928666,0.008335057942553447,0.11339556019928666
52,0.00091194148091666,0.060378226844939556,0.0097584745726202,0.02011038628893147,0.018105805919249315,0.03416966046189403,0.009555824720503167,0.1250298320704783,0.009555824720503167,0.1250298320704783
53,0.0014467015358140022,0.06341985756651686,0.008118032646865739,0.01948792238872101,0.018481995536518706,0.032109750698137714,0.0077729406445813274,0.12103559528433397,0.0077729406445813274,0.12103559528433397
54,0.0026643833707687145,0.06304880348043086,0.009774154775465903,0.017577828898392937,0.01736833215680098,0.030405819317750285,0.00784706483226324,0.12401475679698869,0.00784706483226324,0.12401475679698869
55,0.002455098113094082,0.06423573933418976,0.008960949588464053,0.01706552227604004,0.01849380304926016,0.035538011933550495,0.00748750997376824,0.11898922238449039,0.00748750997376824,0.11898922238449039
56,0.002926657850445909,0.06583760731856189,0.011256198993403861,0.017697331805846414,0.022574647040830727,0.038765564353020775,0.007656686172982994,0.11165445640374597,0.007656686172982994,0.11165445640374597
57,0.002759233744885053,0.06389654838744814,0.01073995779152786,0.01402914436305305,0.019474674703827972,0.03725716994406512,0.00818414292722315,0.11641064184791552,0.00818414292722315,0.11641064184791552
58,0.003551179601813706,0.06888908539159373,0.013266908477334974,0.02127273766660658,0.021564314206826262,0.036299701212876866,0.008694408852518919,0.11274519063936254,0.008694408852518919,0.11274519063936254
59,0.0037546970615067806,0.06507132624758995,0.009303032248870025,0.016755312796968982,0.02084994401710207,0.03165898445819339,0.00787612197571939,0.11572003135562554,0.00787612197571939,0.11572003135562554
60,0.004283306521618688,0.06457407532103791,0.010206784673957425,0.0185306273192748,0.020063141350410776,0.0333435669281069,0.0075334693364384996,0.11821666682469321,0.0075334693364384996,0.11821666682469321
61,0.0044141989542484765,0.06255965437313864,0.01082918269908722,0.018281924118711657,0.01778037477048882,0.031382840145444554,0.008009173566928983,0.12003441270256865,0.008009173566928983,0.12003441270256865
62,0.004306196435140138,0.06585883757229659,0.010455844624064408,0.015183658454909647,0.02023216853911036,0.03629857147419239,0.007574158609608339,0.11779613869170977,0.007574158609608339,0.11779613869170977
63,0.004142956238811132,0.0659366251271272,0.012293429092813609,0.015222048795259334,0.021803329237228955,0.034743386612879484,0.007298248964003348,0.11332712585328872,0.007298248964003348,0.11332712585328872
64,0.0024761605426647194,0.07235602105430074,0.011654245818313863,0.0185278164224336,0.02339090801450757,0.03989836459072696,0.008346710441791912,0.10847712194168449,0.008346710441791912,0.10847712194168449
65,0.00224828695156556,0.07136375830370716,0.011313663325239266,0.016838343283957134,0.024169315159411085,0.03501683944090929,0.008327739578109743,0.10779589005051092,0.008327739578109743,0.10779589005051092
66,0.0022724598701601827,0.07555541245212147,0.012149143957842189,0.013674757907691768,0.02583609008500227,0.04231614284419922,0.00860889199294175,0.10072195352320142,0.00860889199294175,0.10072195352320142
67,0.001931283933607726,0.07675682107687111,0.010987822204362311,0.02097548269736562,0.026667188155472935,0.042529740612849566,0.008570049646387442,0.09801767179187357,0.008570049646387442,0.09801767179187357
68,0.001946906412356358,0.07347595504959645,0.010687033743502423,0.01600658773899014,0.025605936415104523,0.04106277422757855,0.008215420361656813,0.10298114616267945,0.008215420361656813,0.10298114616267945
69,0.0026503003970151586,0.07739791398635168,0.010662116912571616,0.01602735688699541,0.027607730923889386,0.044310088605658896,0.00787769533588167,0.09467415565124095,0.00787769533588167,0.09467415565124095
70,0.0026140376098914685,0.07698998512067737,0.012151261690636146,0.016386410389989496,0.027900474288321334,0.04093176076801759,0.007957718050625773,0.09588067640999606,0.007957718050625773,0.09588067640999606
