,Fr_o(Horizontal),Fr_o(Vertical),Fif_o(Horizontal),Fif_o(Vertical),Fof_o(Horizontal),Fof_o(Vertical),Fbf_o(Horizontal),Fbf_o(Vertical),Fcf_o(Horizontal),Fcf_o(Vertical)
0,0.011181181550271514,0.006161993265118583,0.005742652179675574,0.02307676993765989,0.03220337186610324,0.04625118967697162,0.010599201548361366,0.025218107374854835,0.010599201548361366,0.025218107374854835
1,0.010604796237687716,0.007002610021827641,0.004842457718851711,0.018863487293073015,0.03409960210964809,0.049490286656265724,0.012753538809505749,0.027491578358313402,0.012753538809505749,0.027491578358313402
2,0.010437684384114474,0.006550775303339406,0.005149063660924579,0.0204647062296327,0.03592390462224236,0.050693410803280235,0.013602358119368314,0.027777284483262395,0.013602358119368314,0.027777284483262395
3,0.00993038032796142,0.0068232551334243725,0.004687041066106676,0.018891381020088267,0.03667966678057779,0.04788299464684733,0.01326072965121693,0.027384658262077193,0.01326072965121693,0.027384658262077193
4,0.009770761103806187,0.008525478583881502,0.004849704077490676,0.02149450727841949,0.03827045865219134,0.05066176792241038,0.01358500294912225,0.027723585314025745,0.01358500294912225,0.027723585314025745
5,0.010000094076009002,0.007608355939790437,0.005732368129974162,0.022699921519952756,0.03921739295241739,0.0483811072618575,0.013811620051217171,0.027948779249628925,0.013811620051217171,0.027948779249628925
6,0.010526138267529371,0.007453495610976799,0.005102943464299799,0.020432464665729275,0.04363626319401321,0.04743303106447228,0.01373382183695422,0.02968381881430106,0.01373382183695422,0.02968381881430106
7,0.009964997831672791,0.007883065473105622,0.005625891976351496,0.02278838473884948,0.04372724873977397,0.04584466035792277,0.014371336853098715,0.030751772898890563,0.014371336853098715,0.030751772898890563
8,0.010211985600425006,0.008168690089320467,0.006024597971403421,0.017604675985187213,0.04298588590017638,0.04440532969980683,0.013675172349956228,0.03101962232037809,0.013675172349956228,0.03101962232037809
9,0.010306220647758711,0.008141986302111768,0.004827681642104874,0.019236634876801308,0.04342673934139271,0.043872942416280945,0.01348076345434625,0.033235347579826754,0.01348076345434625,0.033235347579826754
10,0.010254223125105565,0.007862428048002952,0.004580245030046721,0.016888780008549795,0.04247168496885691,0.042798637971465124,0.01385246213742217,0.03330231008571448,0.01385246213742217,0.03330231008571448
11,0.010919022451737039,0.009988567772206929,0.00404242437089849,0.014124965712349244,0.044264301284166,0.0478275361768537,0.013897820591521606,0.03341872412714826,0.013897820591521606,0.03341872412714826
12,0.011458903501968726,0.00991239153903464,0.004134919577953411,0.01629752353526687,0.04545247465096175,0.049280320100749515,0.014094794075599786,0.03381396177410477,0.014094794075599786,0.03381396177410477
13,0.012138955805064647,0.011469114748728406,0.0036714844373921967,0.0125956898834155,0.04798364158372022,0.05271895607438464,0.012134775593311695,0.02779486605393962,0.012134775593311695,0.02779486605393962
14,0.011650589573875596,0.01076901292912976,0.004264962062757627,0.017399713778656234,0.05080107762632934,0.055439396776547245,0.012253047692485721,0.03143222309395127,0.012253047692485721,0.03143222309395127
15,0.010573995411301638,0.010141928310886584,0.004947700182695845,0.016213282888963614,0.05049027106894316,0.05747707921901461,0.012976128998661924,0.030846280991285467,0.012976128998661924,0.030846280991285467
16,0.01145435598553267,0.008950067249337777,0.005429851498684753,0.016319135810395437,0.05024708848671615,0.05548923371483723,0.012709675985647541,0.031702723371133223,0.012709675985647541,0.031702723371133223
17,0.010458762219243438,0.009749448877035752,0.005312714053300716,0.017023231561660534,0.04917048844607417,0.05529397945791569,0.013102210013966758,0.03300373253898136,0.013102210013966758,0.03300373253898136
18,0.010453867112364165,0.008808505013875144,0.0052889454849007434,0.018147955800899934,0.04722987433379649,0.05148454213875743,0.014296183065104917,0.03652709590037076,0.014296183065104917,0.03652709590037076
19,0.010364471981456905,0.008939154022046564,0.004910101997096094,0.015951969326728932,0.046990388402487995,0.05143098916966428,0.014656994100470671,0.037976636086503326,0.014656994100470671,0.037976636086503326
20,0.01018173828940234,0.008138103789197373,0.0064111274059506515,0.017576447699040938,0.04482139578530663,0.04757864709036842,0.015128094127792204,0.04042199335853927,0.015128094127792204,0.04042199335853927
21,0.010238621317219244,0.008815147643636164,0.0058695798737836286,0.020897318014232343,0.045418395490914844,0.044609703795848686,0.01546484369141574,0.04461153394593163,0.01546484369141574,0.04461153394593163
22,0.012254471004698843,0.011760862199206445,0.005632950719316119,0.018431645867989305,0.051206651640365246,0.055322122917625165,0.014216729217198241,0.03830467694171153,0.014216729217198241,0.03830467694171153
23,0.011567756083020112,0.010291145524597088,0.005849846766526755,0.0188798364638274,0.04990424983447933,0.05230619415162506,0.01490807586221344,0.040058487589459374,0.01490807586221344,0.040058487589459374
