Horizontal RMS,Vertical RMS
0.544926156002997,0.6255415023736497
0.5648075248815236,0.6135351041994264
0.5799678799373222,0.6418128568328472
0.5643906702393592,0.6300171395434531
0.5672724311243964,0.6296534773405806
0.5740080806054885,0.6451364819915456
0.5663659975504887,0.6282725020540146
0.5700106915728794,0.6367085532947585
0.5709419985916176,0.6413707891783503
0.5555773907777736,0.6220380612586375
0.56201077897546,0.6251024552953248
0.5534065989415498,0.6330839393004383
0.5651785828489261,0.6267308832995231
0.5495142515235037,0.6351290354731677
0.5669120111707803,0.6434090272650065
0.5618508082036734,0.6336672521393376
0.555544935746557,0.6299209175724761
0.5626452991291457,0.6271850025508608
0.5549645626915858,0.6245158861637929
0.5588658206936221,0.6375419187902821
0.5709947130942098,0.6280752977185047
0.5663265944836482,0.6382953149354175
0.5539874588890211,0.618632466202931
0.5566593760339861,0.6374286048865604
0.5489721647694459,0.628325312431659
0.5497613458038542,0.6234973609056995
0.5597750855745186,0.6401402204799689
0.5362177190035758,0.6196259910661437
0.5642275271191733,0.6293712276661421
0.5594231071283441,0.6231323301506667
0.5594268571989502,0.6212157788355356
0.579734909872857,0.6434071772820519
0.5645901062525106,0.6423556281175686
0.54628013281871,0.6350615540793275
0.5628726020659031,0.6470817029769348
0.5551602038225945,0.6289875490063812
0.5413409810673195,0.6297390292103983
0.550827640978392,0.6312357164449972
0.5522592017470521,0.6367842269786452
0.5468840972525025,0.6314783885762371
0.5445940772931654,0.6216612657489824
0.5419372509010095,0.6272999746130222
0.5410903879751028,0.6177327678320743
0.5512178149709781,0.6157873173839857
0.5647532257444551,0.6313947880009344
0.551850618890003,0.6357997266517134
0.5449381374032368,0.6366347069985827
0.5529542098466391,0.622427099363112
0.5425998590701183,0.6281001457971536
0.5776081087434501,0.6191964904980991
0.5839504933286641,0.6417435991405228
0.5341850798229982,0.6254538475512594
0.5471091110434646,0.6312019064766359
0.5428849501375519,0.6419774246256332
0.5037839858771554,0.6181450455695192
0.5195760891620786,0.6268734984512846
0.5465329954766585,0.6471511033961447
0.5272091689506283,0.634676400131887
0.5305166730391268,0.6278339218689525
0.5139782731161741,0.6296427662851737
0.5083037194359851,0.6219193178298984
0.5253557944631339,0.6264171161453179
0.5155786017936976,0.6268578188737053
0.51458474891808,0.6274455530589126
0.519075288348822,0.6234521309911077
0.5093526681120734,0.654583168733997
0.506685921063321,0.621422274959236
0.5128142395553285,0.6331067325925078
0.5074869574220663,0.6287649186784859
0.5218481167907952,0.6402707322712097
0.5184271891106119,0.6362392612734897
0.5214544312128142,0.6491915126126961
0.5168086925093036,0.6383970306227569
0.5094265353395849,0.6358175981915103
0.5159391458783066,0.6425983716170458
0.5110159023314635,0.6367839454052009
0.5201403736492257,0.6497676209111591
0.5141536449915595,0.632067827393511
0.5047965775097741,0.6179908035138276
0.5107839811100224,0.6331394963276656
0.5087194400339917,0.633396777924518
0.5056134884887317,0.6243642311028289
0.500140323812227,0.6365488591020187
0.5071168304023042,0.6349620773149721
0.5228395164462383,0.643337542869323
0.510291064262576,0.6365931466894335
0.5123231029001128,0.6394970537489764
0.4936288074054447,0.6462826819302151
0.5175446782854839,0.6424494415947614
0.5023117496057892,0.6448904506623593
0.5084716428868282,0.651480156723585
0.5119472323955522,0.6377502465874861
0.5111274989108853,0.6315377642051292
0.5193754847290832,0.6378993614622849
0.49964793721592565,0.6337684151323515
0.5099391327331275,0.6476502905112725
0.503036250755329,0.6456193649937629
0.5080456406835868,0.634811553893077
0.49999635668407805,0.6372283875741009
0.5161842657035087,0.6311779915178767
0.5174798932009976,0.6319874890673427
0.5069384470659579,0.630264711333493
0.5125682478933544,0.6463469229282911
0.4919033681549534,0.6311247640710542
0.5032132717266731,0.6334817038100808
0.5114103156767075,0.6301276411804028
0.5022519237143434,0.6293456240402291
0.5178994789111657,0.6419783502612477
0.5132634276644994,0.6310460489117978
0.49578730781775243,0.6176405520392274
0.5040173206748587,0.6498688511702801
0.503509485148972,0.6406434417412717
0.5131527017595066,0.6371949174492717
0.5046148955191383,0.634258525127493
0.5099483566924118,0.6170767921387094
0.5024407563585451,0.6309963903169857
0.49916414475642373,0.6356943661602712
0.5088654020218509,0.6316217273054759
0.49400058062788604,0.6350792561596801
0.49839247071226495,0.6445504659374067
0.5056825470483446,0.6413927511109616
0.5040416696780384,0.6389359109456327
0.5002185774206533,0.6286018539935161
0.5059429251301079,0.6360634046002002
0.5007045253382535,0.6522253325919443
0.49720134134053207,0.6394297164848838
0.4959920012083664,0.6512128472078405
0.49960564717275363,0.6305968097409068
0.4936428024822676,0.6315077579329827
0.5002629449135803,0.6388681991520518
0.48374297567661534,0.6267908060561898
0.5093661972106821,0.6364402950053306
0.5004964776318233,0.6379654505435421
0.500663360715744,0.6276764346595016
0.5113666632873015,0.6393533813302592
0.5166017227384004,0.6385189299054571
0.49853961066836533,0.6455735203131749
0.4927251063299343,0.6274603991554449
0.48471876121572344,0.6594251896780596
0.4983491976580043,0.6334044960544878
0.4853901330967402,0.6417765142375731
0.5008592386303172,0.6621827657296389
0.4851659226579028,0.6362066761477103
0.5052186275945777,0.6521694024107914
0.49213150242239945,0.6206418016289101
0.4910053980689536,0.6330597854920326
0.499286971080763,0.6294349907778211
0.5012919920695067,0.637100113941602
0.48347062156252707,0.6334047148491985
0.4876726811182189,0.6453662944507511
0.5026853666856977,0.6336689440036766
0.4908984238017894,0.627085463094853
0.48810296849034673,0.640573321329442
0.49072676021160944,0.6324878682423096
0.48254505048055246,0.6441204244040133
0.48717063725051746,0.6241640398897257
0.47799917934709035,0.6279602166540759
0.4839803347080279,0.6465857268044357
0.492219705902796,0.6410116923528741
0.5041365659215157,0.6405947048534297
0.4967289103453186,0.6572701486459588
0.5025685610134998,0.6441186795031679
0.4817274431805874,0.6272709643120877
0.48966105075214045,0.6234937763123881
0.4793986707347992,0.6076021919408787
0.48146527015147894,0.6180056412742303
0.4974865984424406,0.632484163154376
0.4813189569707077,0.6169481291967751
0.49771776917178107,0.6269526856657847
0.4804545287881686,0.6386323564064854
0.4895678245980538,0.63590390182779
0.4889218005449448,0.6316207806454706
0.49022834819048816,0.6448972138395491
0.49025035197011274,0.6325326516628281
0.4869346451736707,0.6424350672833342
0.48206154925608735,0.632916866970279
0.49095812014788065,0.6330731894253862
0.49185545567841904,0.6208146897887789
0.4975478266239217,0.6379480875973018
0.4840904404391177,0.6255147587260134
0.5002027427428903,0.6548906781241493
0.48897576906959256,0.6422614785872782
0.49367290499467975,0.6617195160559484
0.48811033235669454,0.6243164959686678
0.4791585036230041,0.6299173516410309
0.47938555166379226,0.6267473504134948
0.4865770919555057,0.6422294593392976
0.49214117682118536,0.6771487273282979
0.48771581280239584,0.6514338637589475
0.48878799666078865,0.6418401067525589
0.4850652098178326,0.6392416808251092
0.49168196961838667,0.6257257540596626
0.5097290347281233,0.6510364102319253
0.4890892523005844,0.6428727578939403
0.47972610753179834,0.639149828423787
0.4845227961585207,0.6359491613284591
0.47971027974464947,0.6340888729700991
0.4801864362202417,0.6444403739339989
0.47850169116778435,0.6400368148890737
0.4853338974553028,0.6372500909799812
0.4831228047605351,0.6360182292813029
0.4818220866903613,0.644812597704026
0.48358895182648903,0.6319565664047537
0.481638547372738,0.6502643313924059
0.4781192995854393,0.6578595803756826
0.4840334236139109,0.6399114773169687
0.48808225474225386,0.6224445142535743
0.4776694207517892,0.6429584974049276
0.47955179685149335,0.6261620436399209
0.4840678931873014,0.6451791621700999
0.47468759740933353,0.6232074002629804
0.5033633483081417,0.6371251680332911
0.4757168258207154,0.6390459149961105
0.4851013300888821,0.6353009818891779
0.4793037213608122,0.6430496753866619
0.4702198299568472,0.6352077275770425
0.4760560360249455,0.6393279710680473
0.4764766245633806,0.6293613447238845
0.48372553756652864,0.6302575598926532
0.48015998872628035,0.6234013624031591
0.46773167322650916,0.6268612356321338
0.48564293921365165,0.6330654872063739
0.48554395617537327,0.6234632836466377
0.4837872191362833,0.6304448071632918
0.4832895648302321,0.6343814684446116
0.47426444374932686,0.6270317235833002
0.48304056763795733,0.623186516387959
0.47277699097897746,0.6144023663077668
0.47459289096016144,0.6503580173361824
0.4855092388806841,0.6511226827419075
0.4867390122260874,0.6450545528230881
0.4734320697590177,0.6256731265779241
0.4851460334274564,0.6303468289826138
0.4854158787846486,0.631206207461655
0.4886806738789212,0.6448848561782609
0.4704388135989356,0.6245618756355474
0.4759417350523271,0.6244197569917787
0.47124089752853476,0.6375694591767463
0.4802490608611816,0.6323736332096425
0.45478952965237607,0.6206750797431592
0.46707211592854514,0.6192033060928995
0.47194132468390326,0.6408924974259844
0.4659019106469752,0.6298282361181793
0.48837817923588234,0.6736676762682824
0.47160118151264036,0.6287177434803638
0.484733112003729,0.61833538254832
0.4616099199428399,0.6130901343746725
0.4600378443314523,0.6177140174693503
0.4712370164412616,0.6295100701437805
0.4712079474801745,0.6256026441023251
0.46245658979855264,0.6391040036936632
0.4732498420128583,0.6291829049915155
0.4887165241921984,0.6368664260665641
0.4715758726265651,0.6431524496659548
0.4818783297996169,0.6402651540896862
0.46851645466726577,0.6332205090349905
0.45362088219121094,0.6261281834385118
0.4773700405662589,0.6422951296317633
0.4675746006660556,0.6405157506918117
0.4500620897108627,0.6158060099259801
0.4909704584021711,0.6363807740480888
0.4704674687011957,0.6225691284063154
0.4600891414162168,0.6270597850861047
0.46519392268097287,0.6362580544378216
0.4620179562131109,0.6191477483688926
0.4557638877289952,0.6322466039082333
0.4675371799330774,0.6317396923836585
0.46399184580508473,0.6344581491836014
0.4525684635725084,0.6291864462398409
0.4584211186468975,0.6490979497669175
0.4689820665004928,0.61796851872043
0.4674008094334196,0.6339698292923381
0.46309009662509615,0.6246438282426598
0.46479282122972726,0.6314876785537976
0.4795879691131072,0.625705851660674
0.46372520967232456,0.6375708091984167
0.4631750677438757,0.6237149943989467
0.4751561937143491,0.6449622262654132
0.4797752086772366,0.6379019114270429
0.46964644503068104,0.6145691142169132
0.46432750321573313,0.628552052947898
0.46194447690357704,0.6125321618696319
0.4647637521249073,0.621603877962981
0.4553254179398595,0.6174985714610639
0.47225246969554074,0.6304076036760207
0.46288436078349177,0.6333715682494976
0.4710393676729627,0.6210576688862124
0.4701695245567463,0.6342955870669433
0.47132341388707816,0.6160694002356882
0.46511652126469055,0.6177123535283201
0.46461708531234036,0.6307996489711236
0.4710907404013537,0.6337568551519693
0.4613140305722373,0.6266098411234362
0.47046485406358696,0.6134052696147138
0.4659627762018339,0.6196202206842242
0.47803775862804543,0.6535792481180837
0.46906292068655425,0.6282521829942123
